Weighted Total [Total Pts: up to 0 Percentage] |1976945,Total [Total Pts: up to 556 Score] |1976944,Syllabus Quiz [Total Pts: 5 Score] |2061052,Academic Dishonesty Quiz [Total Pts: 5 Score] |2061053,Week 3.1_Population Genetics and Adaptations pt. 1 [Total Pts: 1 Score] |2081743,Week 3.1_Population Genetics and Adaptations pt. 2 [Total Pts: 1 Score] |2081748,Week 3.2_Human Population Genetics [Total Pts: 1 Score] |2081750,Week 4.1_Fossils and Pre-primates [Total Pts: 2 Score] |2081756,Week 5.1_Fossil Primates pt. 1 [Total Pts: 1 Score] |2081767,Week 5.1_Fossil Primates pt. 2 [Total Pts: 1 Score] |2081768,Week 5.2_Living Primates; Primate Social Behavior [Total Pts: 1 Score] |2081769,6.1_Primate Cognition and Intelligence [Total Pts: 2 Score] |2081782,Week 7.1_Your Inner Monkey [Total Pts: 1 Score] |2081788,Week 7.2_Fossil Hominins pt. 1 [Total Pts: 1 Score] |2081789,Week 7.2_Fossil Hominins pt. 2 [Total Pts: 1 Score] |2081790,Week 7.2_Fossil Hominins pt. 3 [Total Pts: 1 Score] |2081792,Week 8.1_Australopithecines pt. 1 [Total Pts: 1 Score] |2081793,Week 8.1_Australopithecines pt. 2 [Total Pts: 1 Score] |2081794,Week 8.2_Intro to the genus Homo [Total Pts: 1 Score] |2081795,Week 9.1_Homo erectus and variants [Total Pts: 1 Score] |2081796,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1 [Total Pts: 1 Score] |2081797","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2 [Total Pts: 1 Score] |2081798",Week 10.1_Origins and Mirgation of Modern Humans pt 1 [Total Pts: 1 Score] |2081799,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 1 Score] |2081800,Week 12.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2081980,Week 13.1_Human Variation pt 1 [Total Pts: 1 Score] |2081992,Week 13.1_Human Variation pt 2 [Total Pts: 0 Score] |2081993,Week 13.2_How race becomes biology pt 1 [Total Pts: 1 Score] |2081994,Week 13.2_How race becomes biology pt 2 [Total Pts: 1 Score] |2081997,Week 13.2_How race becomes biology pt 3 [Total Pts: 1 Score] |2082000,Week 14.1_Diet & Agriculture 1 [Total Pts: 1 Score] |2082003,Week 14.2_Diet & Agriculture 2 pt. 1 [Total Pts: 1 Score] |2082005,Week 14.2_Diet & Agriculture 2 pt. 2 [Total Pts: 1 Score] |2082006,Week 15.1_Forensic Anthropology [Total Pts: 2 Score] |2082007,Week 16.1_Are we still evolving? [Total Pts: 2 Score] |2082009,Lecture video quiz total [Total Pts: up to 35 Score] |2097316,Submit Final Lab 1 Here [Total Pts: 20 Score] |2084171,Submit Final Lab  2 Here [Total Pts: 20 Score] |2085587,Submit Final Lab 3 Here [Total Pts: 20 Score] |2085588,Submit Lab 4 Here [Total Pts: 20 Score] |2085589,Submit Lab 5 Here [Total Pts: 20 Score] |2085590,Submit Lab 6 Here [Total Pts: 20 Score] |2085591,Submit Lab 7 Here [Total Pts: 20 Score] |2085592,Submit Lab 8 Here [Total Pts: 20 Score] |2085593,Submit Lab 9 Here [Total Pts: 20 Score] |2085594,Submit Lab 10 Here [Total Pts: 20 Score] |2085595,Week 3 Synch Session [Total Pts: 10 Score] |2086564,Week 4 Synch Session [Total Pts: 10 Score] |2086565,Week 5 Synch Session [Total Pts: 10 Score] |2086566,Week 6 Synch Session [Total Pts: 10 Score] |2086567,Week 8 Synch Session [Total Pts: 10 Score] |2086568,Week 9 Synch Session [Total Pts: 10 Score] |2086569,Week 10 Synch Session [Total Pts: 10 Score] |2086570,Week 13 Synch Session [Total Pts: 10 Score] |2086571,Week 14 Synch Session [Total Pts: 10 Score] |2086572,Week 15 Synch Session [Total Pts: 10 Score] |2086573,Week 16 Synch Session [Total Pts: 10 Score] |2086574,SUBMISSION PORTAL: Scavenger Hunt (Individual Project) [Total Pts: 20 Score] |2089729,SUBMISSION PORTAL: Museum Exhibit Project (group work project) [Total Pts: 40 Score] |2089730,Submit top 3 choices HERE [Total Pts: 0 Score] |2089736,Museum Introduction video [Total Pts: 1 Score] |2089756,Week 8: TURN IN Museum Progress Check-In HERE [Total Pts: 0 Score] |2095122,Exam 1 [Total Pts: 25 Score] |2086347,Exam 2 [Total Pts: 25 Score] |2086357,Exam 3_SP2021 [Total Pts: 25 Score] |2106849,Total Extra Credit [Total Pts: 0 Score] |2107595,Extra Credit Survey 1 [Total Pts: 0 Complete/Incomplete] |2087491,Extra Credit Survey 2 [Total Pts: 0 Complete/Incomplete] |2108132,Extra Credit Survey 3 [Total Pts: 0 Complete/Incomplete] |2124954,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2123873,Week 14 Survey_Do BEFORE attending Live Session [Total Pts: 0 Complete/Incomplete] |2117557,SUBMIT Peer Reviews Here [Total Pts: 0 Score] |2118057,Midterm Percentage [Total Pts: up to 197 Percentage] |2104492,Midterm Letter Grade [Total Pts: up to 197 Letter] |2273458,Current grade [Total Pts: up to 516 Letter] |2124888,Exam 4_SP2021 [Total Pts: 25 Score] |2125835,Final Percentage [Total Pts: 480 Percentage] |2130996,Final Grade [Total Pts: 0 Text] |2130541,Lab One: Pigeonetics [Total Pts: 20 Score] |2167326,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2167575,Lab Three: Primate Evolution [Total Pts: 20 Score] |2169717,Total Assignment Percentage [Total Pts: up to 370 Percentage] |2292091,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292092,Total Attendance Percentage [Total Pts: up to 35 Percentage] |2292094,Total Extra Credit [Total Pts: 0 Score] |2292095
,235.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,10,17,15,Needs Grading,,,,,,,,10.0,10.0,3.0,10.0,,10.0,,8.0,,,19,34.0,Needs Grading,,,21.0,15.0,,1.0,Complete,,,,,Needs Grading,63.95939,D,F,9.0,48.95833,F,,,,39.45945,45,100.0,1.0
,400.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17.5,20,18.5,19.5,19.0,17.0,0.0,18.5,20.0,16,0.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,20,33.0,0,1.0,0,19.0,17.0,14.0,10.0,Complete,,Complete,Complete,Complete,0,85.02538,B,C,16.0,83.33333,B,,,,75.4054,66,100.0,10.0
,63.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,11.0,13.0,,0.0,,,,,,,31.97969,F,F,,13.125,F,,,,8.1081,24,0.0,0.0
,353.0,3.5,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,0,18,20,19,0.0,19.0,17.0,20.0,19.0,15,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0,40.0,Needs Grading,,,24.0,20.0,20.0,0.0,,,,,Complete,Needs Grading,83.75634000000001,B,D,,73.54166,C,,,,66.75675,64,100.0,0.0
,439.25,4.5,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,19.5,18.25,19.25,19.0,19.0,12.0,0.0,19.75,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,19.5,40.0,,1.0,,10.0,21.0,10.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,87.81725,B,B,14.0,91.51041,A,,,,90.06756,55,100.0,7.0
,495.5,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34.0,18.75,20,19.25,19,20.0,19.75,20.0,19.5,19.25,16.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,18.5,40.0,Needs Grading,1.0,Needs Grading,22.0,24.0,19.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,95.93908,A,A,20.0,103.22916,A,,,,96.89189,85,97.14285,7.0
,392.5,4.5,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,18,18,19,18.0,,,18.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,19,28.0,Needs Grading,1.0,,20.0,19.0,19.0,8.0,Complete,,Complete,In Progress,Complete,Needs Grading,89.5939,B,C,18.0,81.77083,B,,,,71.62162,76,100.0,8.0
,397.0,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,20,18,18,19.75,19.75,0.0,19.5,16.75,16.25,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,19.5,40.0,,1.0,,17.0,15.0,15.0,2.0,,,Complete,,,Needs Grading,88.07106,B,C,16.0,82.70833,B,,,,77.43243000000001,63,100.0,2.0
,493.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,18,19,20,20.0,20.0,18.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,18,40.0,Needs Grading,1.0,,16.0,17.0,14.0,27.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,88.32486999999999,B,A,13.0,102.70833,A,,,,97.83783000000001,60,100.0,27.0
,457.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,16.25,20,18,18.5,19.0,19.0,9.25,19.0,17.0,17,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,19,40.0,0,1.0,,20.0,15.0,15.0,18.0,Complete,Complete,Complete,Complete,Complete,0,88.70558,B,B,11.0,95.20833,A,,,,89.72972,61,100.0,18.0
,435.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,20,19,18,15.0,20.0,18.0,18.0,19.0,20,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,,,19,24.0,Needs Grading,1.0,Needs Grading,21.0,19.0,14.0,4.0,,Complete,In Progress,In Progress,Complete,Needs Grading,91.11675,A,B,16.0,89.89583,A,,,,85.4054,70,100.0,4.0
,335.0,3.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,25.0,18.5,19.5,9.5,17.75,18.5,17.25,17.0,0.0,0.0,,10.0,10.0,5.0,10.0,10.0,0.0,7.0,7.0,10.0,0.0,0.0,19.5,34.0,Needs Grading,1.0,Needs Grading,16.0,15.0,14.0,3.0,Complete,Complete,,,Complete,Needs Grading,79.06090999999999,C,D,13.0,69.79166,C,,,,65.0,58,71.42857,3.0
,453.5,3.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,20,19,20,20.0,19.0,15.0,19.0,18.0,10,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,20,37.0,Needs Grading,1.0,0,17.0,18.0,14.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,89.5939,B,B,14.0,94.47916,A,,,,90.54054000000001,63,100.0,12.0
,376.0,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,14.25,0,19.5,19,20.0,18.75,19.0,0.0,13.0,,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,8.0,0.0,7.0,20,36.0,Needs Grading,1.0,,20.0,17.0,18.0,9.0,In Progress,Complete,Complete,In Progress,In Progress,Needs Grading,74.23857,C,C,22.0,78.33333,C,,,,66.08108,77,100.0,9.0
,392.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,0,18,19,0,20.0,0.0,0.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,20,33.0,,1.0,,21.0,21.0,15.0,6.0,,Complete,Complete,Complete,Complete,Needs Grading,73.60406,C,C,14.0,81.66666,B,,,,72.97296999999999,71,100.0,6.0
,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,0.0,,,,,,,10.152280000000001,F,F,,4.16666,F,,,,0.0,20,0.0,0.0
,218.25,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17,18.75,17,18.5,19.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,,1.0,,14.0,11.0,14.0,10.5,Complete,Complete,,,,0,72.96954000000001,C,F,,45.46875,F,,,,43.31081,39,0.0,10.5
,319.0,5.0,4.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,12.0,17,19,12,20,16.0,20.0,18.0,,20.0,20,10.0,10.0,10.0,,,10.0,,10.0,,,,16,32.0,,1.0,,21.0,,16.0,0.0,,,,,,,70.05076,C,D,,66.45833,D,,,,70.27027,37,34.285709999999995,0.0
,455.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,11.0,19,18,16,20,18.0,19.0,19.0,20.0,20.0,20,10.0,10.0,10.0,8.0,10.0,10.0,7.0,10.0,8.0,10.0,10.0,18,36.0,,1.0,,23.0,23.0,18.0,4.0,,,Complete,Complete,,Needs Grading,88.32486999999999,B,B,19.0,94.79166,A,,,,93.51351,83,31.42857,4.0
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,F,F,,,,,,,0.0,0,0.0,0.0
,289.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19,0,19,19,19.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,Needs Grading,33.0,,,Needs Grading,18.0,17.0,5.0,12.0,Complete,Complete,Complete,Complete,In Progress,Needs Grading,71.5736,C,F,11.0,60.208330000000004,D,,,,58.64864,51,0.0,12.0
,326.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,,,,,,,25.0,17,20,19.5,19.5,20.0,19.0,0.0,20.0,17.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,,,,21.0,21.0,18.0,10.0,Complete,,,,,0,93.40101,A,D,,67.91666,D,,,,60.0,60,71.42857,10.0
,501.75,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.75,20,19.75,20,20.0,20.0,19.5,20.0,20.0,19.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,20,40.0,Needs Grading,0.0,,21.0,23.0,25.0,10.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,96.4467,A,A,20.0,104.53125,A,,,,96.82432,89,100.0,10.0
,136.5,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13,18,15.5,0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,,21.0,18.0,,11.0,Complete,,,,,0,63.705580000000005,D,F,,28.4375,F,,,,20.67567,39,0.0,11.0
,307.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18.5,18.5,18.5,0,19.0,18.5,0.0,0.0,0.0,0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,,,19,34.0,,,,18.0,16.0,23.0,4.0,Complete,,Complete,Complete,In Progress,Needs Grading,69.03553000000001,D,F,16.0,64.0625,D,,,,50.270270000000004,73,100.0,4.0
,363.25,4.5,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15.25,19,16.5,18.5,0.0,,17.0,15.5,,,10.0,10.0,7.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,20,34.5,Needs Grading,1.0,Needs Grading,13.0,17.0,21.0,8.0,Complete,,Complete,In Progress,Complete,Needs Grading,76.77664,C,C,17.0,75.67708,C,,,,65.74324,68,100.0,8.0
,345.5,5.0,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,,,,20,0.0,16.5,16.0,20.0,18.0,20,0.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,19.5,34.0,,1.0,,,14.0,21.0,5.0,,Complete,Complete,In Progress,Complete,Needs Grading,40.35532,F,D,17.0,70.72916,C,,,,65.94594000000001,52,100.0,5.0
,419.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,33.0,18,19,15.5,18.5,19.5,15.75,0.0,15.5,0.0,15.5,10.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,10.0,19.75,38.0,Needs Grading,1.0,,19.0,19.0,20.0,10.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,86.0406,B,B,17.0,87.39583,B,,,,78.64864,75,94.28571,10.0
,464.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,19,17,19,17.0,,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0,10.0,,20,40.0,Needs Grading,1.0,,24.0,24.0,19.0,5.0,Complete,,Complete,Complete,In Progress,Needs Grading,95.17766,A,A,21.0,96.77083,A,,,,88.1081,88,100.0,5.0
,449.0,4.0,4.5,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,29.0,18.5,19,17,18,19.5,20.0,20.0,18.5,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,8.0,,,20,38.0,In Progress,1.0,Needs Grading,20.0,18.0,15.0,15.0,Complete,Complete,Complete,Complete,In Progress,Needs Grading,87.30964,B,B,16.0,93.54166,A,,,,88.24324,69,82.85714,15.0
,452.0,5.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,26.0,17.5,20,19.5,19.5,20.0,18.5,20.0,16.0,20.0,19,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,20,35.0,0,1.0,,24.0,23.0,16.0,10.0,,,,,In Progress,0,90.60913000000001,A,B,17.0,94.16666,A,,,,87.83783000000001,80,74.28571,10.0
,470.0,4.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,34.0,19.75,20,18.5,20,19.5,19.5,19.0,18.0,14.75,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,18.5,40.0,Needs Grading,1.0,,17.0,16.0,15.0,5.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,89.72081,B,A,17.0,97.91666,A,,,,96.35135,65,97.14285,5.0
,504.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,33.0,20,20,19,20,20.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,20.0,22.0,22.0,5.0,Complete,,Complete,Complete,Complete,Needs Grading,95.43146999999999,A,A,22.0,105.0,A,,,,99.72972,86,94.28571,5.0
,395.5,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15,0,0,20,18.0,19.0,18.0,17.0,16.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,17,37.0,Needs Grading,1.0,,18.0,12.0,11.0,0.0,,,,,,Needs Grading,66.24365,D,C,13.0,82.39583,B,,,,80.27027,54,100.0,0.0
,474.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,19,18,20,20.0,20.0,20.0,17.0,19.0,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17,40.0,,1.0,,17.0,15.0,19.0,8.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,87.81725,B,A,14.0,98.75,A,,,,96.21621,65,100.0,8.0
,410.5,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15.5,19,17,16,19.0,18.0,18.0,17.0,18.0,17,10.0,10.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,,,19,21.0,,,,15.0,15.0,18.0,4.0,,,Complete,Complete,,Needs Grading,80.45685,B,C,15.0,84.6875,A,,,,80.94594000000001,63,100.0,4.0
,484.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,17,18,17,19,19.0,18.0,20.0,20.0,19.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,23.0,21.0,20.0,3.0,Complete,Complete,,,Complete,Needs Grading,92.38578000000001,A,A,17.0,100.83333,A,,,,96.21621,81,94.28571,3.0
,490.5,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.75,20,20,20,19.25,20.0,20.0,19.5,20.0,19,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,Needs Grading,21.0,24.0,23.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,92.25888,A,A,22.0,102.1875,A,,,,93.91891,90,100.0,7.0
,449.5,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,17.5,19,19.5,18.25,0.0,17.75,20.0,15,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,36.5,,,Needs Grading,22.0,17.0,17.0,17.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,82.2335,B,B,19.0,93.64583,A,,,,84.45945,75,100.0,17.0
