Total [Total Pts: up to 588 Score] |2138654,Week 1.2_Anthropology and Science [Total Pts: 1 Score] |2175184,Week 2.2 Lecture_Inheritance and Genetics [Total Pts: 1 Score] |2177170,Week 3.1_Population Genetics and Adaptations pt. 1_FA21 [Total Pts: 1 Score] |2184208,Week 3.1_Population Genetics and Adaptations pt. 2_FA21 [Total Pts: 1 Score] |2184209,Week 3.2_Human Population Genetics_FA21 [Total Pts: 1 Score] |2184210,Week 4.1_Fossils and Pre-primates_FA21 [Total Pts: 1 Score] |2184212,Week 5.1_Fossil Primates pt. 1_FA21 [Total Pts: 1 Score] |2184217,Week 5.1_Fossil Primates pt. 2_FA21 [Total Pts: 1 Score] |2184219,Week 5.2_Living Primates; Primate Social Behavior_FA21 [Total Pts: 1 Score] |2184222,6.1_Primate Cognition and Intelligence_FA21 [Total Pts: 1 Score] |2184225,Week 7.1_Your Inner Monkey_FA21 [Total Pts: 1 Score] |2184286,Week 7.2_Fossil Hominins pt. 1_FA21 [Total Pts: 1 Score] |2184287,Week 7.2_Fossil Hominins pt. 2_FA21 [Total Pts: 1 Score] |2184288,Week 7.2_Fossil Hominins pt. 3_FA21 [Total Pts: 1 Score] |2184290,Week 8.1_Australopithecines pt. 1_FA21 [Total Pts: 1 Score] |2184340,Week 8.1_Australopithecines pt. 2_FA21 [Total Pts: 1 Score] |2184341,Week 8.2_Intro to the genus Homo_FA21 [Total Pts: 1 Score] |2184342,Week 9.1_Homo erectus and variants_FA21 [Total Pts: 1 Score] |2192419,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1_FA21 [Total Pts: 1 Score] |2192420","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2_FA21 [Total Pts: 1 Score] |2192421",Week 10.1_Origins and Migration of Modern Humans pt 1_FA21 [Total Pts: 1 Score] |2245069,Week 10.1_Origins and Migration of Modern Humans pt 2_FA21 [Total Pts: 1 Score] |2245071,Lab One: Pigeonetics [Total Pts: 20 Score] |2192204,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2192205,Lab 3: Primate Evolution [Total Pts: 20 Score] |2192206,Lab 4: Primate Behavior and Observation [Total Pts: 20 Score] |2238914,Lab 5: The Human Skeleton [Total Pts: 20 Score] |2241953,Lab 6: Austalopithecines and Early Homo [Total Pts: 20 Score] |2239583,Lab 7: Later Members of the Genus Homo [Total Pts: 20 Score] |2244092,Lab 8: Science Literacy [Total Pts: 20 Score] |2191833,Lab 9: Human Variation [Total Pts: 20 Score] |2270771,Lab 10: Bioarchaeology and Forensics [Total Pts: 20 Score] |2244095,Week 4 Lab Session [Total Pts: 5 Score] |2245107,Week 5 Lab Session [Total Pts: 5 Score] |2245108,Week 7 Lab Session [Total Pts: 5 Score] |2245109,Week 8 Lab Session [Total Pts: 5 Score] |2245110,Week 9 Lab Session [Total Pts: 5 Score] |2245113,Week 10 Lab Session [Total Pts: 5 Score] |2245114,Week 12 Lab Session [Total Pts: 5 Score] |2245115,Week 13 Lab Session [Total Pts: 5 Score] |2245118,Week 15 Lab Session [Total Pts: 5 Score] |2245119,Academic Dishonesty Quiz [Total Pts: 5 Score] |2225736,Syllabus Quiz Fall 2021 [Total Pts: 5 Score] |2225737,Extra Credit Survey 1_FA21 [Total Pts: 0 Complete/Incomplete] |2244200,Extra Credit Survey 2_FA21 [Total Pts: 0 Complete/Incomplete] |2273353,Extra Credit Survey 3_FA21 [Total Pts: 0 Complete/Incomplete] |2281812,Survey Extra Credit points [Total Pts: 0 Score] |2245075,Documentary Analysis [Total Pts: 0 Score] |2246930,Bonus Lab: Ethics [Total Pts: 0 Score] |2246984,Exam 1 Study Guide [Total Pts: 0 Score] |2238690,Exam 1_FA2021 [Total Pts: 100 Score] |2238686,Exam 2 Study Guide [Total Pts: 0 Score] |2249403,Exam 2_FA2021 [Total Pts: 100 Score] |2268007,Exam 3 Study Guide [Total Pts: 0 Score] |2273376,Exam 3_FA21 [Total Pts: 100 Score] |2281987,Week 12.1_Intro to Human Variation_FA21 [Total Pts: 1 Score] |2245155,Week 12.1_Human Variation pt 1_FA21 [Total Pts: 1 Score] |2245159,Week 12.1_Human Variation pt 2_FA21 [Total Pts: 1 Score] |2245161,Week 12.2_How race becomes biology pt 1_FA21 [Total Pts: 1 Score] |2245162,Week 12.2_How race becomes biology pt 2_FA21 [Total Pts: 1 Score] |2245163,Week 12.2_How race becomes biology pt 3_FA21 [Total Pts: 1 Score] |2245164,Week 13.1_Diet & Agriculture 1_FA21 [Total Pts: 1 Score] |2251570,Week 13.2_Diet & Agriculture 2 pt. 1_FA21 [Total Pts: 1 Score] |2251571,Week 13.2_Diet & Agriculture 2_part 2_FA21 [Total Pts: 1 Score] |2251572,Week 14.1_Forensic Anthropology_FA21 [Total Pts: 1 Score] |2251644,Week 15.1_Are we still evolving?_FA21 [Total Pts: 1 Score] |2251662,Lecture Total [Total Pts: up to 33 Score] |2272943,Final Grade Letter [Total Pts: 0 Text] |2281847,Final Grade Percentage [Total Pts: up to 588 Percentage] |2281849,Current grade (Weeks 1-11) [Total Pts: up to 402 Percentage] |2273358,Current grade (Weeks 1-11) letter [Total Pts: up to 402 Letter] |2273462,Midterm grade [Total Pts: up to 219 Letter] |2245147,Midterm Grade Percentage [Total Pts: up to 219 Percentage] |2273460,TA and Lab Time [Total Pts: 0 Text] |2225820,ANTH105- Mid-Semester Check-In-L.Smith [Total Pts: 0 Complete/Incomplete] |2244427,Lab 10: Bioarchaeology and Forensics [Total Pts: 0 Score] |2281201,Total Assignment Percentage [Total Pts: up to 245 Percentage] |2292165,Total Exam Percentage [Total Pts: up to 300 Percentage] |2292166,Total Attendance Percentage [Total Pts: up to 33 Percentage] |2292169,Total Extra Credit [Total Pts: 0 Score] |2292170
507.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,19.5,16,18.5,15,18,19,0,0,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,Complete,Complete,4.0,,20,,86.0,5,80.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,31.0,B,86.22448,89.80099,B,A,91.78081999999999,JH R10,,,77.55102,82.66666,93.93939,29
424.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.5,18,16.9998,19,19,0,0,19.5,20,17.5,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,4.5,5.0,,Complete,Complete,4.0,,,,62.0,,58.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,72.27887,65.92034,D,C,79.90858,EW M1,,,72.04073000000001,67.33333,100.0,4
443.83313,,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,,,,,,,,,,,,,,17.83333,19.75,16.9998,18.75,17,17,18,19,20,19,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,68.0,,66.0,,66.0,,,1.0,1.0,,,1.0,1.0,0.0,,,10.5,C,75.48182,74.83411,C,C,78.91923,WF M3,,,91.15637,66.66666,31.818179999999998,0
406.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.5,19.5,14,19,17.8,16,13,19,20,16.5,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,4.0,In Progress,Complete,In Progress,2.0,0,,,54.0,,56.0,,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,32.0,C,69.09863,64.87562,D,D,68.49315,KB F9,,,74.81631999999999,60.0,96.96969,2
557.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66666,16.5,18,17,19.5,19,19,17.5,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,Complete,Complete,6.0,10,,,78.0,,92.0,5.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,94.75623,92.82751999999999,A,B,87.0624,WF M9,,,93.33333,88.66666,100.0,21
434.08333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.33333,0,19,14.75,19,0,17,17.5,20,20,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,4.5,Complete,Complete,,4.0,,,,64.0,,76.0,,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,73.82369,71.53814,C,C,71.95585,,In Progress,,73.29930999999999,69.33333,100.0,4
542.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,0,17.75,18,19,17.5,16.5,20,20,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,5.0,Complete,Complete,,4.0,0,20,5,86.0,5,96.0,5.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,92.30442,85.63432,B,B,82.53424,KB W9,,,75.0,92.66666,100.0,39
566.8298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,20,18.4998,14,18.33,18.5,16.5,18.5,20,18.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,20,In Progress,5,90.0,5,84.0,,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,96.39962,98.46512,A,A,96.11863000000001,EW M1,,,92.58359,87.33333,100.0,36
303.83313,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.33333,11,16.4998,14.5,14,15.5,15.5,6.5,16,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,30.0,,26.0,,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,29.0,F,51.6723,52.07291,F,F,52.66352,EW M11,,,70.13597,31.33333,87.87878,0
542.3333299999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.33333,18,20,19,20,17.5,17,18,16,18.5,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,Complete,Complete,Complete,6.0,20,20,5,74.0,5,80.0,5.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,92.23355,89.51077,B,B,87.82343,,Complete,,81.7687,79.33333,100.0,61
448.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5,,13.9998,18,19,2,18.5,,18,In Progress,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.5,4.5,Complete,Complete,Complete,,,14,5,90.0,,84.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,C,76.36050999999999,78.85566999999999,C,C,77.85378,KM W3,,,53.4693,86.0,96.96969,19
572.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,20,19,20,18.8,20,19.5,18,20,19,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,Complete,Complete,,,,20,5,86.0,5,96.0,5.0,86.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,A,97.32993,96.84079,A,A,94.52054,KM W3,,,92.77551,89.33333,96.96969,35
489.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.5,20,18,18,19.33,16.5,18,19,20,17.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,,,2.0,,,5,64.0,5,78.0,,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,83.21938,84.28605999999999,B,B,81.73515,EW M1,,,91.76734,70.0,100.0,12
385.8298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.83,14.5,11.9998,13,14.5,9,15,15,0,13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,,4.0,,In Progress,,68.0,,50.0,,64.0,1.0,1.0,1.0,,1.0,1.0,,,,,,27.0,D,65.61731,68.11686,D,C,74.12319000000001,KB W9,,,66.8693,60.66666,81.81818,4
425.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,13.5,In Progress,17.5,20,16,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,,7,,68.0,,70.0,5.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,72.27891,58.70646,F,F,51.14155,,,,53.46938000000001,78.0,100.0,18
490.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.5,19.5,18,18,18,16,19,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Complete,Complete,,4.0,,,,78.0,,64.0,,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,B,83.33333,83.08457,B,B,88.58447,,,,95.10204,70.66666,96.96969,4
431.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,0,13.5,10,11.17,14,17.5,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,20,,,64.0,5,56.0,,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,73.32823,70.56466999999999,D,D,62.557069999999996,WF M9,,,71.90612,60.66666,100.0,31
528.1664599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.66666,20,18.9998,15.5,20,17.5,19.5,15.5,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,,Complete,4.0,,,,90.0,,88.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.82422,92.20558,A,A,92.54176,,Complete,,92.92508000000001,84.66666,100.0,4
545.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,20,20,19.25,19.5,0,13,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,,,90.0,,98.0,,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,92.81461999999999,90.98258,A,A,96.9178,,,,87.65306,94.0,100.0,6
470.58313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.83333,20,15.9998,15.75,20,20,20,20,20,20,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,,20,,80.0,,0.0,5.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,80.03114000000001,67.55799,D,B,88.39412,,Complete,,93.7074,56.0,100.0,31
510.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,18,20,18,20,18.5,20,15,18.5,In Progress,18.5,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,4.0,4.0,,Complete,Complete,4.0,In Progress,,,84.0,5,88.0,5.0,88.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,27.0,B,86.81971999999999,90.42288,A,A,91.78081999999999,,,,82.24489,86.66666,81.81818,14
412.5001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,20,16.0001,19,14,18,15,10.5,20,19,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,4.5,4.0,,Complete,,2.0,,,,68.0,,54.0,,60.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,31.0,C,70.15307,70.64679,C,C,77.62561,EW M11,,,77.14289000000001,60.66666,93.93939,2
550.5833299999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.83333,19.5,18,18.25,19.5,20,20,17,20,19,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.0,3.5,Complete,Complete,,4.0,,7,,84.0,5,96.0,,94.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,A,93.63662,94.17495,A,B,89.07914,,Complete,,92.27891,91.33333,81.81818,16
429.2499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.5,18,10.4999,17.25,16.5,0,14.5,19.5,20,15.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,10,,,56.0,,52.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,73.00168000000001,68.96763,D,C,73.63009,KB W9,,,76.42853000000001,61.333330000000004,100.0,16
536.66,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66,20,17,19,20,18.5,16,20,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,Complete,Complete,,4.0,,,5,86.0,,84.0,,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.5,A,91.2687,92.20398,A,A,95.50684,KB W9,,,93.53469,85.33333,98.48484,9
540.8998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,16.1,17,18.4998,19.5,16.3,19.5,19,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,Complete,2.0,,20,5,80.0,5,72.0,5.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,A,91.98976,87.03975,B,B,89.54328000000001,EW M11,,,94.24481,77.33333,96.96969,37
385.13333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.33333,19,17.5,17,17.3,6,13,18,16,16.5,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,4.5,5.0,Complete,,,2.0,20,20,,44.0,,,5.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,32.0,D,65.49886,57.371469999999995,F,C,71.38508,EW M1,,,76.99319,36.0,96.96969,47
554.66666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16666,20,19,19,16,17.5,18,19,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,10,In Progress,5,82.0,5,88.0,5.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,94.33106,96.18573,A,A,95.50989,,,,94.14965,83.33333,100.0,31
489.86645999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.66666,20,16.9998,19.5,18.2,17,15.5,18.5,20,16.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,Complete,Complete,,4.0,,,,84.0,,84.0,,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,83.31062,82.55384000000001,B,B,86.37737,KB W9,,,75.04753000000001,86.66666,100.0,4
417.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.25,17,15.4998,17.75,19,8,16.5,18.5,20,19,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,,In Progress,,66.0,,46.0,,52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,71.0884,70.27358000000001,C,C,79.90858,KB W9,,,83.87746,54.66666,100.0,6
516.83343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.83333,20,17.0001,19.5,20,19,16,19.5,20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,Complete,Complete,Complete,6.0,,In Progress,5,80.0,5,92.0,,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,87.89684,87.14761,B,B,86.91024,KB F9,,,76.6667,90.0,100.0,16
565.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,20,19,20,19,20,18.5,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,,Complete,4.0,,14,,68.0,,98.0,,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,96.08843,91.91542,A,B,86.52968,,,,98.16326,88.0,100.0,18
198.66646,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,16.41666,14.5,8.9998,18.25,17,0,0,0,0,0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,Complete,,,2.0,,,,52.0,,34.0,,0.0,,,1.0,,,,,,,,,7.0,F,33.786809999999996,49.170759999999994,F,D,64.68788,KB W9,,,38.84345,28.666659999999997,21.212120000000002,2
429.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,14.5,0,0,15.75,10,15,14.5,20,17,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3.5,Complete,Complete,Complete,6.0,10,20,,50.0,5,72.0,5.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,73.0017,61.8781,F,F,44.74885,EW M1,,,58.06122,66.66666,100.0,46
519.63333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.33333,19.5,18,18.5,16.3,15.5,18.5,16.5,20,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,,,,,,,,86.0,,92.0,,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,32.0,B,88.37301,90.58043,A,A,90.79146999999999,,,,87.80951999999999,88.0,96.96969,0
476.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.16,19.5,18.5,17.5,19.75,15.5,18,19,8,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,,,78.0,,70.0,,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,B,81.0221,83.31094,B,B,86.14611,WF M9,,,85.88163,72.66666,96.96969,6
583.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,20,20,20,20,20,20,19,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,,5,92.0,5,92.0,5.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,A,99.14965,99.50248,A,A,100.45662,KB F9,,,98.77551,92.66666,96.96969,21
555.13333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.83333,20,18.5,19,18.3,18.5,19,18,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,,5,86.0,5,88.0,,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,94.41043,95.30679,A,A,96.49923000000001,,,,95.56461999999999,87.33333,100.0,16
