Syllabus Quiz [Total Pts: 5 Score] |1911615,Academic Dishonesty Quiz [Total Pts: 5 Score] |1870591,Week 2 Synch Session [Total Pts: 0 Score] |1934655,Lab 1 Submission Portal [Total Pts: 20 Score] |1870975,Lab 2 Submission Portal [Total Pts: 20 Score] |1880697,Week 4 Synch Session [Total Pts: 10 Score] |1934656,Lab 3 Submission Portal [Total Pts: 20 Score] |1880699,Week 5 Synch Session [Total Pts: 10 Score] |1934657,Lab 4 Submission Portal [Total Pts: 20 Score] |1880700,Week 6 - Synch Session [Total Pts: 10 Score] |1934717,Lab 5 Submission Portal [Total Pts: 20 Score] |1880703,Week 8 - Synch Session [Total Pts: 10 Score] |1934718,Lab 6 Submission Portal [Total Pts: 20 Score] |1880698,Week 9 - Synch Session [Total Pts: 10 Score] |1934720,Lab 7 Submission Portal [Total Pts: 20 Score] |1880702,Week 10 - Synch Session [Total Pts: 10 Score] |1934721,Lab 8 Submission Portal [Total Pts: 20 Score] |1905297,Week 12 - Synch Session [Total Pts: 10 Score] |1934722,Lab 9 Submission Portal [Total Pts: 20 Score] |1880704,Week 13 - Synch Session [Total Pts: 10 Score] |1934723,Lab 10 Submission Portal [Total Pts: 20 Score] |1880701,Week 15 - Synch Session [Total Pts: 10 Score] |1934725,Survey 1 [Total Pts: 0 Complete/Incomplete] |1902274,Survey 2 [Total Pts: 0 Complete/Incomplete] |1902273,All Extra Credit [Total Pts: 0 Score] |1931834,Midterm Attendance [Total Pts: 12 Score] |1934662,Exam 1 [Total Pts: 25 Score] |1943578,End of the semester survey [Total Pts: 0 Complete/Incomplete] |1945103,Exam 2 Fall 2020 [Total Pts: 25 Score] |1996668,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 2 Score] |2001405,Discussion Grade Total [Total Pts: 0 Text] |2001543,Midterm Percentage [Total Pts: up to 182 Percentage] |2273453,Midterm Grade [Total Pts: 0 Text] |2004473,Week 11.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2005571,Submit your Scavenger Hunt Packet HERE [Total Pts: 20 Score] |2006891,Submit your Museum Exhibit Design HERE [Total Pts: 40 Score] |2006893,Exam 3_FA2020 [Total Pts: 25 Score] |2006913,Submit your Peer Evaluation Rubrics HERE [Total Pts: 0 Score] |2009269,Week 13.1_Agriculture and Diet 1 [Total Pts: 1 Score] |2011226,Week 13.2_Agriculture and Diet 2 pt. 1 [Total Pts: 1 Score] |2011228,Week 13.2_Agriculture and Diet 2 pt. 2 [Total Pts: 2 Score] |2011229,Week 13_Pre-Lab Session Survey [Total Pts: 0 Complete/Incomplete] |2011877,Week 14.1_Forensic Anthropology [Total Pts: 2 Score] |2014015,Week 15.1_Are we still evolving? [Total Pts: 2 Score] |2018467,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2019144,Survey 3_FA2020 [Total Pts: 0 Complete/Incomplete] |2019403,Exam 4_FA2020 [Total Pts: 25 Score] |2021351,Total attendance grade (entire semester) [Total Pts: 30 Text] |2023789,Final Points [Total Pts: 0 Score] |2023926,Final Percentage [Total Pts: 0 Text] |2023928,Final Letter Grade [Total Pts: 0 Text] |2027259,Total Assignment Percentage [Total Pts: up to 350 Percentage] |2292064,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292068,Total Attendance Percentage [Total Pts: up to 30 Percentage] |2292083,Total Extra Credit [Total Pts: 0 Score] |2292090
0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,0.0,0.0,16.0,0,,,,,,,,,,12.0,28.0,5.38,F,0.0,16,40,0
5.0,4.0,10.0,19,19.75,10.0,19.25,10.0,19.75,10.0,19.25,10.0,19.25,10.0,18.0,10.0,18.5,10.0,18.5,10.0,19.25,10.0,Complete,,3.0,12.0,22.0,,17.0,2.0,28.0,92.17031999999999,A,2.0,19.25,38.0,15.0,3,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,12.0,30.0,473.75,91.11,A,96.5,66,100,3
5.0,4.0,10.0,20,20,10.0,20,10.0,18.5,10.0,18.75,10.0,19.5,10.0,20.0,10.0,0.0,10.0,0.0,10.0,20.0,10.0,Complete,,3.0,12.0,25.0,,25.0,2.0,10.0,98.62637,A,2.0,20.0,32.0,22.0,0,0.0,0.0,0.0,,2.0,2.0,,,24.0,24.0,460.75,89.0,A,85.35714,96,80,3
4.0,4.0,0.0,19,20,10.0,18,10.0,20.0,0.0,20.0,10.0,0,10.0,20.0,0.0,19.0,0.0,20.0,10.0,0.0,10.0,,,0.0,12.0,25.0,,18.0,2.0,28.0,87.91208,B,2.0,20.0,32.0,19.0,Needs Grading,,,,Complete,,,,,17.0,18.0,401.0,77.12,C,76.57141999999999,79,60,0
4.5,4.0,10.0,19.75,19.5,10.0,19.5,10.0,20.0,10.0,0.0,0.0,20,10.0,20.0,10.0,19.75,10.0,19.5,10.0,19.5,10.0,Complete,Complete,6.0,12.0,18.0,,20.0,2.0,26.0,91.8956,A,2.0,20.0,40.0,17.0,1,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,461.0,88.65,A,90.71428,73,100,6
4.5,4.5,10.0,16.5,18.5,10.0,18,10.0,20.5,10.0,17.875,8.0,0,0.0,18.5,10.0,18.5,10.0,0.0,0.0,0.0,10.0,,,1.0,12.0,25.0,,21.0,2.0,23.0,93.68131,A,2.0,19.5,38.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,,19.0,30.0,398.875,76.7,C,72.53571,82,100,1
4.5,5.0,10.0,18,19,10.0,17,10.0,17.0,10.0,17.5,0.0,18,0.0,15.0,0.0,16.0,10.0,18.5,10.0,13.5,0.0,,,0.0,12.0,18.0,,13.0,,18.0,84.34065,B,,19.0,34.5,13.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,,9.0,24.0,389.5,75.0,C,78.0,53,80,0
4.5,5.0,0.0,18,20,10.0,0,10.0,20.0,10.0,20.0,10.0,0,10.0,16.0,10.0,19.0,10.0,14.0,10.0,0.0,10.0,,Complete,3.0,12.0,17.0,,14.0,2.0,30.0,77.1978,B,2.0,19.0,40.0,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,11.0,30.0,405.5,77.98,C,78.85714,57,100,3
0.0,0.0,10.0,0,0,10.0,0,10.0,0.0,10.0,0.0,10.0,0,10.0,0.0,10.0,0.0,10.0,18.0,10.0,18.0,10.0,Complete,,8.0,12.0,0.0,,9.0,,2.0,28.02197,F,,0.0,31.5,12.0,Needs Grading,,,,Complete,,2.0,Complete,Complete,14.0,15.0,217.5,41.82,F,45.0,35,50,8
4.0,5.0,10.0,16,15,0.0,14,10.0,20.0,10.0,16.0,10.0,18,10.0,17.0,10.0,18.5,10.0,0.0,10.0,0.0,10.0,Complete,,2.0,12.0,24.0,,21.0,2.0,22.0,82.96703000000001,B,2.0,19.5,34.0,21.0,Needs Grading,1.0,,,Complete,2.0,2.0,In Progress,Complete,18.0,25.5,422.5,81.0,B,76.57141999999999,84,85,2
5.0,5.0,10.0,20,20,10.0,20,10.0,20.0,10.0,19.25,10.0,17.5,10.0,18.75,10.0,19.75,10.0,19.75,10.0,19.0,10.0,Complete,,5.0,12.0,25.0,,24.0,2.0,21.5,99.45054,A,,20.0,35.5,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,Complete,Complete,21.0,24.0,492.0,94.61,A,97.0,92,80,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.5,5.0,10.0,0,19,10.0,0,10.0,19.0,10.0,16.5,10.0,16.5,10.0,17.5,10.0,18.0,10.0,20.0,10.0,18.0,10.0,Complete,Complete,5.0,12.0,21.0,,15.0,,30.0,68.95604,D,,18.5,38.5,10.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,16.0,24.0,434.0,83.0,B,83.28571,62,80,5
5.0,3.5,10.0,19.5,19.5,10.0,19,10.0,19.5,10.0,19.5,10.0,20,10.0,18.5,10.0,18.0,10.0,18.5,10.0,17.5,10.0,Complete,Complete,6.0,12.0,21.0,,18.0,2.0,29.0,91.75824,A,2.0,20.0,39.0,19.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,15.0,30.0,484.0,93.0,A,96.71428,73,100,6
4.5,5.0,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,11.813180000000001,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.0,4.0,10.0,18,20,10.0,18.5,10.0,0.0,10.0,18.0,0.0,16.5,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,,,0.0,12.0,24.0,,22.0,2.0,30.0,83.7912,B,2.0,20.0,38.0,16.0,Needs Grading,1.0,,,Complete,2.0,,,,13.0,22.5,376.5,72.0,C,65.42857,75,75,0
4.5,4.0,0.0,19,19,10.0,19,10.0,19.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,In Progress,,1.0,12.0,25.0,,,,5.0,83.24175,B,,0.0,0.0,,,,,,,,,,,,12.0,157.5,30.29,F,30.285709999999998,25,40,1
,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
5.0,4.0,10.0,18,20,10.0,18.5,10.0,20.0,10.0,19.0,10.0,20,10.0,19.0,10.0,20.0,10.0,20.0,10.0,17.5,10.0,Complete,,3.0,12.0,22.0,,20.0,2.0,10.0,93.13186,A,2.0,20.0,40.0,23.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,30.0,500.0,96.0,A,97.71428,86,100,3
1.5,4.5,10.0,0,19,0.0,18.5,10.0,7.25,10.0,19.25,10.0,19,10.0,11.5,10.0,14.5,10.0,20.0,10.0,0.0,0.0,Complete,Complete,0.0,12.0,24.0,,15.0,2.0,10.0,66.8956,D,2.0,18.0,39.0,13.0,0,1.0,1.0,2.0,Complete,0.0,,In Progress,Complete,14.0,24.0,362.0,70.0,C,73.14285,66,80,0
,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.5,5.0,10.0,19,19.5,10.0,20,10.0,19.5,10.0,19.75,10.0,18,10.0,15.5,10.0,13.25,10.0,19.5,10.0,19.0,10.0,Complete,,1.0,12.0,25.0,,22.0,,25.0,96.97802,A,,19.5,35.5,18.0,Needs Grading,,,,Complete,2.0,,,,24.0,15.0,467.5,89.9,A,93.71428,89,50,1
5.0,3.5,10.0,0,17.5,10.0,16.75,10.0,18.75,10.0,17.0,10.0,11.25,10.0,15.0,10.0,16.75,10.0,16.5,10.0,0.0,10.0,,,0.0,12.0,23.0,,18.0,2.0,19.5,79.3956,C,2.0,19.5,40.0,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,21.0,30.0,418.0,80.4,B,79.71428,81,100,0
4.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,9.06593,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
3.5,4.0,10.0,16,19,10.0,18,0.0,20.0,10.0,19.0,10.0,20,10.0,19.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,,,2.0,12.0,24.0,,21.0,2.0,28.0,86.53846,B,2.0,18.0,35.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,483.5,92.98,A,92.57141999999999,92,100,2
5.0,4.0,10.0,18,18.5,10.0,18,10.0,19.25,10.0,19.0,10.0,16.5,10.0,19.0,10.0,19.0,10.0,19.5,10.0,19.0,10.0,Complete,Complete,11.0,12.0,22.0,,17.0,2.0,23.0,89.97251999999999,B,2.0,20.0,40.0,19.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,30.0,486.75,94.0,A,95.92857,79,100,11
4.5,4.5,10.0,18.75,19.75,10.0,20,10.0,20.0,10.0,17.5,10.0,15.5,10.0,17.75,10.0,17.5,10.0,19.5,10.0,18.5,10.0,Complete,Complete,4.0,12.0,17.0,,18.0,2.0,26.5,90.38461,A,2.0,19.0,34.5,12.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,12.0,30.0,456.75,87.83,B,93.78571,59,100,4
4.5,4.0,10.0,19,20,0.0,18.5,10.0,0.0,10.0,20.0,10.0,0,10.0,20.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,,,0.0,12.0,25.0,,22.0,2.0,21.0,79.67031999999999,B,2.0,20.0,38.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,,,,,18.0,24.0,414.0,78.0,C,78.71428,85,80,0
4.5,4.5,10.0,17,20,0.0,18.5,10.0,19.0,0.0,18.5,10.0,20,10.0,18.5,10.0,18.0,10.0,20.0,10.0,18.0,0.0,,,4.0,12.0,25.0,,21.0,2.0,10.0,83.24175,B,0.0,20.0,40.0,18.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,,18.0,27.0,460.5,89.0,A,87.85714,82,90,4
4.0,4.0,0.0,19,20,10.0,20,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,21.0,12.0,25.0,,24.0,2.0,30.0,97.80219,A,2.0,19.0,40.0,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,531.0,102.12,A,99.14285,95,100,21
0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Complete,Complete,0.0,12.0,0.0,,0.0,0.0,0.0,6.5934,F,0.0,,,0.0,,0.0,0.0,0.0,Complete,,,,,,12.0,,,,0.0,0,40,0
4.0,4.5,10.0,12.5,10.5,10.0,14.75,10.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,18.5,10.0,16.0,10.0,14.0,10.0,Complete,,14.0,12.0,19.0,,19.0,,8.0,69.36813000000001,F,,17.75,35.0,20.0,,,,,Complete,,,,,17.0,12.0,316.5,60.9,D,56.85714,75,40,14
4.5,4.5,10.0,20,18,10.0,18.5,10.0,19.5,10.0,18.5,10.0,18.5,10.0,19.0,10.0,18.5,0.0,20.0,10.0,18.0,10.0,Complete,Complete,11.0,12.0,25.0,,23.0,2.0,20.0,96.15384,A,2.0,19.0,32.0,16.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,19.0,30.0,452.5,87.0,A,91.28571,83,100,11
5.0,5.0,10.0,20,20,10.0,20,10.0,20.0,10.0,20.0,10.0,20,10.0,19.0,10.0,20.0,10.0,20.0,0.0,20.0,10.0,Complete,Complete,4.0,12.0,23.0,,23.0,,20.0,97.80219,A,,20.0,35.0,23.0,Needs Grading,,,,Complete,2.0,2.0,Complete,Complete,18.0,18.0,473.0,90.96,A,95.42857,87,60,4
4.5,5.0,10.0,18,20,10.0,16,10.0,0.0,10.0,18.5,10.0,10,10.0,16.5,10.0,18.5,0.0,18.0,10.0,16.5,10.0,Complete,Complete,4.0,12.0,23.0,,21.0,2.0,20.0,82.14285,B,2.0,19.0,40.0,16.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,441.5,85.0,B,83.14285,77,100,4
4.5,4.5,10.0,18,20,0.0,19.75,10.0,20.0,10.0,20.0,10.0,18,0.0,20.0,0.0,19.5,10.0,20.0,10.0,19.5,0.0,Complete,Complete,1.0,12.0,25.0,,24.0,2.0,30.0,92.17031999999999,A,2.0,20.0,39.0,21.0,0,1.0,0.0,2.0,Complete,2.0,2.0,In Progress,Complete,23.0,28.5,466.25,90.0,A,86.78571,93,95,1
5.0,4.5,10.0,20,19.75,10.0,20,10.0,20.0,,,,,,,,,,,,,,,,0.0,12.0,25.0,,,,28.5,80.35714,A,,,,,,,,,,,,,,,12.0,,,,28.5,25,40,0
4.5,4.5,0.0,14,19,10.0,15,10.0,17.0,10.0,20.0,0.0,14,0.0,17.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,Complete,,3.0,12.0,24.0,,21.0,,17.0,88.46153000000001,B,,17.0,29.0,20.0,Needs Grading,,,,,2.0,,Complete,Complete,15.0,15.0,376.0,72.31,C,72.0,80,50,3
5.0,5.0,10.0,19,20,10.0,19,10.0,20.25,10.0,18.25,0.0,17.5,7.0,20.0,10.0,18.25,10.0,20.0,10.0,20.0,10.0,Complete,,5.0,12.0,25.0,,24.0,,29.0,98.48901,A,2.0,20.0,40.0,25.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,23.0,27.0,497.25,95.6,A,94.07141999999999,97,90,5
5.0,5.0,10.0,20,19,10.0,18,10.0,20.0,10.0,0.0,10.0,20,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,Complete,,5.0,12.0,24.0,,21.0,,25.0,95.60439000000001,A,,17.0,38.0,19.0,Needs Grading,,,,Complete,,,Complete,Complete,22.0,12.0,380.0,73.08,C,69.14285,86,40,5
4.0,4.5,0.0,19,20,10.0,19,10.0,20.0,10.0,19.0,10.0,19,10.0,20.0,10.0,20.0,10.0,20.0,0.0,20.0,10.0,,,2.0,12.0,25.0,,22.0,2.0,25.0,96.42857,A,2.0,20.0,29.0,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,22.0,30.0,483.5,93.0,A,92.85714,93,100,2
4.5,4.0,10.0,17.5,19.25,10.0,13.5,10.0,20.0,10.0,19.25,10.0,19,10.0,16.75,0.0,18.5,10.0,19.5,8.0,19.25,0.0,,,9.0,12.0,21.0,,16.0,2.0,28.0,86.67582,B,2.0,19.5,35.5,16.0,Needs Grading,1.0,1.0,2.0,,2.0,2.0,Complete,Complete,20.0,30.0,454.0,87.3,B,87.28571,73,100,9
5.0,5.0,10.0,19,19,10.0,18,10.0,19.5,10.0,18.5,10.0,18.5,10.0,18.5,10.0,18.5,10.0,20.0,10.0,17.0,10.0,,,2.0,12.0,25.0,,21.0,0.0,10.0,95.32967,A,0.0,18.0,32.0,17.0,0,1.0,1.0,2.0,Complete,2.0,0.0,Complete,Complete,16.0,21.0,468.5,90.0,A,93.28571,79,70,2
5.0,4.5,10.0,20,20,10.0,20,10.0,20.0,10.0,19.0,10.0,20,10.0,17.0,10.0,16.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,1.0,12.0,25.0,,20.0,2.0,30.0,96.97802,A,2.0,20.0,40.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,Complete,15.0,30.0,489.5,92.0,A,97.71428,77,100,1
4.5,4.5,10.0,19,20,10.0,19,10.0,20.0,10.0,18.0,10.0,20,10.0,19.0,10.0,20.0,10.0,20.0,10.0,19.0,10.0,Complete,Complete,4.0,12.0,25.0,,22.0,2.0,30.0,96.70329,A,2.0,16.0,33.0,16.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,16.0,30.0,482.0,92.7,A,95.14285,79,100,4
5.0,5.0,10.0,20,19.5,10.0,19,10.0,20.0,10.0,19.5,10.0,18,10.0,8.75,10.0,18.0,10.0,19.5,10.0,18.0,10.0,Complete,Complete,2.0,12.0,23.0,,20.0,2.0,6.0,95.32967,B,2.0,19.0,40.0,22.0,0,0.0,0.0,0.0,Complete,0.0,2.0,,,25.0,21.0,459.25,88.0,B,94.07141999999999,90,70,2
5.0,4.5,10.0,16,20,10.0,19,0.0,19.0,10.0,20.0,10.0,20,10.0,19.0,10.0,18.0,10.0,20.0,10.0,20.0,10.0,,Complete,3.0,12.0,22.0,,20.0,2.0,12.0,86.53846,C,2.0,19.0,38.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,459.5,88.37,B,93.71428,77,100,3
0.0,0.0,10.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,0.0,,0.0,6.5934,F,,0.0,0.0,0.0,0,,,,,,,,,0.0,12.0,12.0,2.31,F,0.0,0,40,0
5.0,4.0,10.0,18.5,20,10.0,16.5,10.0,14.0,10.0,18.75,10.0,10,10.0,0.0,10.0,19.0,10.0,19.5,10.0,0.0,10.0,,Complete,10.0,12.0,25.0,,20.0,2.0,10.0,90.65934,B,2.0,20.0,40.0,21.0,0,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,23.0,30.0,545.25,87.0,A,81.78571,89,100,10
4.5,4.5,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,11.53846,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.0,5.0,10.0,13,0,10.0,0,10.0,20.0,10.0,0.0,10.0,18,0.0,10.0,0.0,17.0,0.0,20.0,10.0,20.0,0.0,,,0.0,12.0,19.0,,6.0,2.0,0.0,59.8901,F,2.0,18.0,0.0,17.0,,1.0,1.0,2.0,,2.0,2.0,,,,30.0,267.0,50.0,F,53.14285,42,100,0
5.0,4.5,0.0,17,20,10.0,20,10.0,20.0,10.0,20.0,5.0,20,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,6.0,12.0,24.0,,21.0,2.0,30.0,95.32967,A,,20.0,32.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,27.0,489.5,94.13,A,95.42857,83,90,6
4.5,4.0,10.0,20,20,10.0,18.5,10.0,19.0,10.0,18.5,10.0,19.5,10.0,16.0,10.0,17.5,10.0,18.0,10.0,20.0,0.0,Complete,Complete,4.0,12.0,23.0,,21.0,2.0,20.0,94.50549000000001,A,2.0,20.0,40.0,22.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,,15.0,30.0,480.5,92.0,A,93.42857,81,100,4
5.0,4.5,10.0,0,20,10.0,18,10.0,0.0,10.0,18.0,10.0,0,10.0,0.0,10.0,17.0,10.0,19.0,10.0,0.0,0.0,Complete,Complete,4.0,12.0,21.0,,18.0,2.0,10.0,70.60439000000001,C,2.0,20.0,28.0,12.0,0,1.0,1.0,2.0,Complete,0.0,0.0,,,0.0,24.0,338.5,65.0,D,62.85714,51,80,4
3.5,4.5,10.0,19.25,19.5,10.0,19.75,10.0,20.0,10.0,18.75,10.0,17.75,10.0,19.0,10.0,18.75,10.0,19.75,10.0,20.0,10.0,,,4.0,12.0,23.0,,18.0,2.0,20.0,93.13186,A,2.0,19.75,40.0,17.0,3,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,489.25,94.09,A,97.78571,75,100,4
5.0,4.5,10.0,19,20,10.0,18.5,10.0,20.0,10.0,18.75,10.0,18.5,10.0,16.0,10.0,19.0,10.0,20.0,10.0,0.0,10.0,Complete,Complete,6.0,12.0,25.0,,25.0,2.0,10.0,98.35164,A,2.0,20.0,40.0,21.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,23.0,30.0,489.25,94.0,A,91.35714,94,100,6
4.5,4.0,0.0,19.5,19.5,10.0,19,10.0,20.0,10.0,19.0,10.0,15.25,10.0,0.0,0.0,19.25,10.0,19.5,10.0,0.0,10.0,,,0.0,12.0,25.0,,21.0,2.0,29.0,95.87912,A,2.0,20.0,31.5,21.0,,1.0,1.0,2.0,Complete,2.0,2.0,,,21.0,30.0,438.0,84.23,B,80.71428,88,100,0
5.0,4.5,10.0,17.5,19.5,10.0,17.5,10.0,19.25,10.0,18.0,10.0,0,10.0,18.5,10.0,19.0,10.0,20.0,10.0,19.0,10.0,Complete,Complete,0.0,12.0,24.0,,22.0,2.0,24.0,94.0934,A,2.0,20.0,39.0,17.0,0,1.0,1.0,0.0,Complete,2.0,2.0,,,19.0,27.0,460.75,90.0,A,90.64285,82,90,0
4.5,4.5,10.0,19.75,19.75,10.0,19.75,10.0,20.0,10.0,19.5,10.0,19.5,10.0,19.25,10.0,19.25,10.0,19.75,10.0,19.5,10.0,Complete,Complete,4.0,12.0,21.0,,22.0,2.0,27.5,95.1923,A,2.0,19.0,40.0,16.0,5,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,11.0,30.0,485.5,93.37,A,98.57141999999999,70,100,4
4.5,4.5,10.0,16,18,10.0,15,10.0,18.0,10.0,18.0,10.0,20,10.0,19.0,10.0,18.0,10.0,19.0,10.0,18.0,0.0,Complete,Complete,11.0,12.0,21.0,,18.0,2.0,20.0,86.26373000000001,B,2.0,18.0,38.0,15.0,,1.0,1.0,2.0,Complete,2.0,,In Progress,Complete,16.0,27.0,452.0,86.92,B,90.0,70,90,11
4.5,4.5,0.0,0,19,10.0,0,10.0,0.0,10.0,17.0,10.0,18,10.0,18.0,10.0,18.0,10.0,20.0,10.0,14.0,10.0,Complete,Complete,4.0,12.0,22.0,,18.0,2.0,0.0,60.43956,F,2.0,20.0,40.0,20.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,425.0,82.0,B,78.28571,78,100,4
4.5,5.0,10.0,15.5,16.5,10.0,16.25,0.0,18.75,10.0,18.0,10.0,13.25,10.0,15.5,10.0,0.0,4.0,20.0,10.0,17.0,10.0,In Progress,,3.0,12.0,25.0,,25.0,2.0,24.0,87.08791,B,2.0,20.0,40.0,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,27.0,443.25,85.2,B,81.35714,95,90,3
4.5,5.0,0.0,17,0,0.0,18.25,10.0,18.0,10.0,19.25,10.0,14,10.0,15.0,10.0,17.0,10.0,17.0,10.0,19.0,10.0,Complete,Complete,3.0,12.0,25.0,,23.0,2.0,11.0,78.43406,C,0.0,17.5,40.0,15.0,0,0.0,0.0,0.0,Complete,2.0,0.0,,,18.0,18.0,415.5,80.0,B,83.42857,81,60,3
5.0,4.5,10.0,19,20,10.0,18,10.0,19.5,10.0,19.25,10.0,18.5,10.0,18.5,10.0,17.5,10.0,20.0,10.0,17.0,10.0,Complete,Complete,4.0,12.0,25.0,,19.0,2.0,20.0,94.50549000000001,A,2.0,19.0,40.0,17.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,488.75,94.0,A,96.07141999999999,79,100,4
5.0,4.0,0.0,17,20,0.0,19,0.0,20.0,0.0,19.0,0.0,20,10.0,20.0,10.0,18.0,10.0,20.0,10.0,20.0,10.0,In Progress,,3.0,12.0,24.0,,18.0,,23.0,76.37361999999999,C,,17.0,40.0,23.0,Needs Grading,,,,Complete,,,Complete,Complete,22.0,12.0,434.0,83.46,B,85.71428,87,40,3
4.5,4.5,10.0,18,20,10.0,20,10.0,19.25,10.0,17.75,10.0,17.25,10.0,19.0,10.0,18.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,9.0,12.0,25.0,,20.0,2.0,30.0,95.1923,A,2.0,18.5,38.0,23.0,0,1.0,1.0,2.0,Complete,2.0,,Complete,Complete,23.0,27.0,500.75,96.0,A,95.92857,91,90,9
